,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres
10288,FD Community FCU Mobile,FINANCE,4.7,175,12,1000,Free,0.0,Everyone,Finance
1280,Calorie Counter - EasyFit free,HEALTH_AND_FITNESS,4.7,50294,11,1000000,Free,0.0,Everyone,Health & Fitness
168,eBoox: book reader fb2 epub zip,BOOKS_AND_REFERENCE,4.7,21336,23,1000000,Free,0.0,Everyone,Books & Reference
3211,Booking.com Travel Deals,TRAVEL_AND_LOCAL,4.7,1830388,Varies with device,100000000,Free,0.0,Everyone,Travel & Local
10303,"EMI, FD, RD - Bank Calculator",FINANCE,4.7,42,3.5,5000,Free,0.0,Everyone,Finance
1769,Woody Puzzle,GAME,4.7,21262,29,1000000,Free,0.0,Everyone,Puzzle
1279,Abs Training-Burn belly fat,HEALTH_AND_FITNESS,4.7,2071,6.9,100000,Free,0.0,Everyone,Health & Fitness
1264,Step Counter - Pedometer Free & Calorie Counter,HEALTH_AND_FITNESS,4.7,117925,7.0,10000000,Free,0.0,Everyone,Health & Fitness
162,NOOK App for NOOK Devices,BOOKS_AND_REFERENCE,4.7,19080,Varies with device,500000,Free,0.0,Everyone,Books & Reference
3162,Where is my Train : Indian Railway & PNR Status,TRAVEL_AND_LOCAL,4.7,620534,9.8,10000000,Free,0.0,Everyone,Travel & Local
156,Offline: English to Tagalog Dictionary,BOOKS_AND_REFERENCE,4.7,967,6.7,500000,Free,0.0,Everyone,Books & Reference
1763,Piano Tiles 2™,GAME,4.7,8118880,Varies with device,100000000,Free,0.0,Everyone,Arcade
3229,DreamTrips,TRAVEL_AND_LOCAL,4.7,9971,22,500000,Free,0.0,Teen,Travel & Local
6688,Dr B R Ambedkar (Jai Bhim),SOCIAL,4.7,2068,7.5,100000,Free,0.0,Everyone,Social
1297,Keep Trainer - Workout Trainer & Fitness Coach,HEALTH_AND_FITNESS,4.7,14810,Varies with device,1000000,Free,0.0,Everyone,Health & Fitness
5227,Jamaa Amino for Animal Jam,SOCIAL,4.7,3873,63,10000,Free,0.0,Teen,Social
3298,Brightest Flashlight Free ®,TOOLS,4.7,1335799,3.8,50000000,Free,0.0,Everyone,Tools
3292,Flashlight,TOOLS,4.7,115409,Varies with device,10000000,Free,0.0,Everyone,Tools
6796,Battery Notifier Pro BT,TOOLS,4.7,1363,1.6,10000,Paid,2.59,Everyone,Tools
6781,BT Share It,BUSINESS,4.7,12,13,500,Free,0.0,Everyone,Business
6684,B R Telco FCU Mobile Banking,FINANCE,4.7,413,13,10000,Free,0.0,Everyone,Finance
1290,Running Distance Tracker +,HEALTH_AND_FITNESS,4.7,77777,Varies with device,1000000,Free,0.0,Everyone,Health & Fitness
1779,PLANK!,GAME,4.7,7196,38,500000,Free,0.0,Everyone,Arcade
5315,Alabama Gameday Live,SPORTS,4.7,19,12,1000,Free,0.0,Everyone,Sports
10278,Deportivo Toluca FC,SPORTS,4.7,2317,5.9,50000,Free,0.0,Everyone,Sports
6994,Sandbox Art-Sandbox Color by Number Coloring Pages,FAMILY,4.7,12784,15,1000000,Free,0.0,Everyone,Entertainment
5105,Safe Ag Systems™,BUSINESS,4.7,3,36,100,Free,0.0,Everyone,Business
5103,All States Ag Parts,SHOPPING,4.7,68,6.5,10000,Free,0.0,Everyone,Shopping
3366,"Color Call - Caller Screen, LED Flash",PERSONALIZATION,4.7,29485,9.9,1000000,Free,0.0,Everyone,Personalization
3365,ZenUI Launcher,PERSONALIZATION,4.7,1141545,15,50000000,Free,0.0,Everyone,Personalization
2526,BELONG Beating Cancer Together,MEDICAL,4.7,623,20,50000,Free,0.0,Teen,Medical
1865,Honkai Impact 3rd,GAME,4.7,59017,82,1000000,Free,0.0,Teen,Action
1863,Idle Heroes,GAME,4.7,416540,99,10000000,Free,0.0,Everyone 10+,Role Playing
1111,"WalletHub - Free Credit Score, Report & Monitoring",FINANCE,4.7,1311,9.3,50000,Free,0.0,Everyone,Finance
10022,Beard Live Camera Photo Editor,BEAUTY,4.7,900,30,5000,Free,0.0,Everyone,Beauty
7134,Football-CB GO Clock Theme,PERSONALIZATION,4.7,26,5.6,1000,Free,0.0,Everyone,Personalization
7132,CB Trader,FINANCE,4.7,11,2.2,1000,Free,0.0,Everyone,Finance
2528,TelaDoc,MEDICAL,4.7,6,13,1000,Free,0.0,Everyone,Medical
1857,Hustle Castle: Fantasy Kingdom,GAME,4.7,584126,64,10000000,Free,0.0,Everyone 10+,Role Playing
4967,Ez Screen Recorder (no ad),VIDEO_PLAYERS,4.7,8696,14,100000,Free,0.0,Everyone,Video Players & Editors
1121,Everlance: Free Mileage Log,FINANCE,4.7,7514,14,100000,Free,0.0,Everyone,Finance
3369,"Emoji Keyboard - Cute Emoji,GIF, Sticker, Emoticon",PERSONALIZATION,4.7,114851,20,10000000,Free,0.0,Everyone,Personalization
4911,AC Troubleshooter,TOOLS,4.7,147,4.2,10000,Free,0.0,Everyone,Tools
9944,PlugShare,MAPS_AND_NAVIGATION,4.7,4501,26,100000,Free,0.0,Teen,Maps & Navigation
7229,Pregnancy Tracker & Countdown to Baby Due Date,PARENTING,4.7,658087,62,10000000,Free,0.0,Everyone,Parenting
3389,"Wallpapers HD, 4K Backgrounds",PERSONALIZATION,4.7,273994,12,10000000,Free,0.0,Everyone,Personalization
1712,Toy Blast,GAME,4.7,1889250,Varies with device,50000000,Free,0.0,Everyone,Puzzle
3386,OnePlus Icon Pack - Square,PERSONALIZATION,4.7,229,1.1,500000,Free,0.0,Everyone,Personalization
9887,CVRIA,BUSINESS,4.7,68,3.5,10000,Free,0.0,Everyone,Business
2994,GollerCepte 1903,SPORTS,4.7,25172,30,500000,Free,0.0,Everyone,Sports
4893,Ab Workouts - Ab Generator,HEALTH_AND_FITNESS,4.7,21,3.8,1000,Free,0.0,Everyone,Health & Fitness
3380,Goku Wallpaper Art,PERSONALIZATION,4.7,6342,38,1000000,Free,0.0,Everyone,Personalization
9921,VAT Checker for EU company,BUSINESS,4.7,78,Varies with device,1000,Free,0.0,Everyone,Business
5349,"Muslim Pro - Prayer Times, Azan, Quran & Qibla",LIFESTYLE,4.7,1133393,Varies with device,10000000,Free,0.0,Everyone,Lifestyle
2998,Lionel Messi Wallpapers,SPORTS,4.7,950,18,100000,Free,0.0,Everyone,Sports
7777,Ultimate Clash Royale Tracker,FAMILY,4.7,92010,5.9,1000000,Free,0.0,Everyone,Strategy
3371,Backgrounds (HD Wallpapers),PERSONALIZATION,4.7,202474,3.0,10000000,Free,0.0,Teen,Personalization
4968,Best Applock - Locker & No Ads,PRODUCTIVITY,4.7,10672,6.9,100000,Free,0.0,Everyone,Productivity
10060,An Elite Warrior Ex,GAME,4.7,15,93,100,Paid,0.99,Everyone,Adventure
6496,Basket Manager 2017 Pro,SPORTS,4.7,163,4.6,1000,Paid,0.99,Everyone,Sports
5345,Quran for Android,BOOKS_AND_REFERENCE,4.7,497826,Varies with device,10000000,Free,0.0,Everyone,Books & Reference
5038,AF Link,NEWS_AND_MAGAZINES,4.7,210,18,10000,Free,0.0,Everyone,News & Magazines
5047,Hesab.af - Send money in Afghanistan,FINANCE,4.7,51,11,1000,Free,0.0,Everyone,Finance
7017,Bingo by IGG: Top Bingo+Slots!,GAME,4.7,183343,20,5000000,Free,0.0,Teen,Casino
5053,Bazar.af,SHOPPING,4.7,13,1.3,500,Free,0.0,Everyone,Shopping
7011,Draw Color by Number - Sandbox Pixel Art,FAMILY,4.7,34279,24,1000000,Free,0.0,Everyone,Casual;Creativity
224,ATI Cargoes and Transportation,BUSINESS,4.7,4162,7.5,100000,Free,0.0,Everyone,Business
7027,UNICORN - Color By Number & Pixel Art Coloring,FAMILY,4.7,8264,24,500000,Free,0.0,Everyone,Art & Design;Creativity
6570,Bo's School Day,FAMILY,4.7,10,30,1000,Paid,2.99,Everyone,Education;Pretend Play
3357,Evie Launcher,PERSONALIZATION,4.7,139258,Varies with device,5000000,Free,0.0,Everyone,Personalization
6997,Color By Number - Sandbox Pixel Coloring Book,FAMILY,4.7,24557,24,1000000,Free,0.0,Everyone,Casual;Creativity
1164,Associated Credit Union Mobile,FINANCE,4.7,3290,12,50000,Free,0.0,Everyone,Finance
5344,12 Step Meditations & Sober Prayers AA NA AL-ANON,LIFESTYLE,4.7,759,15,50000,Free,0.0,Everyone 10+,Lifestyle
10144,EZ-GUI Ground Station,TOOLS,4.7,3696,29,50000,Free,0.0,Everyone,Tools
10098,Ey Sey Storytime រឿងនិទានតាឥសី,FAMILY,4.7,1327,44,10000,Free,0.0,Everyone,Education;Education
5026,Nasihat - Chalo ae Pyaara,FAMILY,4.7,557,6.7,10000,Free,0.0,Everyone,Education
5348,Surah Al-Waqiah,BOOKS_AND_REFERENCE,4.7,1201,2.9,100000,Free,0.0,Everyone,Books & Reference
10086,EY India Tax Insights,BUSINESS,4.7,87,5.1,10000,Free,0.0,Everyone,Business
10088,EY India CFO Insights,BUSINESS,4.7,37,10,5000,Free,0.0,Everyone,Business
6516,Browsery by Barnes & Noble,BOOKS_AND_REFERENCE,4.7,146,34,5000,Free,0.0,Everyone,Books & Reference
5022,Ae Allah na Dai (Rasa),BOOKS_AND_REFERENCE,4.7,263,9.1,10000,Free,0.0,Everyone,Books & Reference
7031,Voxel - 3D Color by Number & Pixel Coloring Book,GAME,4.7,62561,53,1000000,Free,0.0,Everyone,Board
5025,Event Manager - AllEvents.in,EVENTS,4.7,120,5.1,10000,Free,0.0,Everyone,Events
7043,BZ Conferencing,TOOLS,4.7,7,29,1000,Free,0.0,Everyone,Tools
10092,Fuel Calculator for EY,TOOLS,4.7,32,2.7,1000,Free,0.0,Everyone,Tools
10095,Pink Guy - Ey B0ss,FAMILY,4.7,13,1.2,500,Free,0.0,Everyone,Entertainment
7033,BZ Reminder,BUSINESS,4.7,41625,5.4,1000000,Free,0.0,Everyone,Business
5346,Al Quran Free - القرآن (Islam),BOOKS_AND_REFERENCE,4.7,1777,23,50000,Free,0.0,Everyone,Books & Reference
6301,Bingo Party - Free Bingo Games,GAME,4.7,155694,92,1000000,Free,0.0,Teen,Board
6332,BJ Toys,SHOPPING,4.7,55,8.0,500,Free,0.0,Everyone,Shopping
4711,DRAGON QUEST V,FAMILY,4.7,1667,17,10000,Paid,14.99,Teen,Role Playing
2771,ASOS,SHOPPING,4.7,181798,22,10000000,Free,0.0,Everyone,Shopping
8436,Deck Heroes: Legacy,GAME,4.7,466495,52,10000000,Free,0.0,Teen,Card
706,Learn Spanish - Español,EDUCATION,4.7,32346,3.2,1000000,Free,0.0,Everyone,Education
2319,My Calendar - Period Tracker,MEDICAL,4.7,156410,14,5000000,Free,0.0,Everyone,Medical
1606,StyleSeat,LIFESTYLE,4.7,20304,24,500000,Free,0.0,Everyone,Lifestyle
4231,Solitaire!,GAME,4.7,403911,23,10000000,Free,0.0,Everyone,Card
4242,"Fame Boom for Real Followers, Likes",SOCIAL,4.7,896118,6.6,5000000,Free,0.0,Everyone,Social
2805,"Moony Lab - Print Photos, Books & Magnets ™",PHOTOGRAPHY,4.7,1320,9.5,50000,Free,0.0,Everyone,Photography
8396,Daily Horoscope,LIFESTYLE,4.7,407589,Varies with device,10000000,Free,0.0,Everyone,Lifestyle
5681,Neuvaine au Saint-Esprit,LIFESTYLE,4.7,57,5.8,10000,Free,0.0,Everyone,Lifestyle
4266,Harris J Lyrics,FAMILY,4.7,36,7.1,1000,Free,0.0,Everyone,Entertainment
9092,Dz Dinars Numbers to letters,PRODUCTIVITY,4.7,2807,9.8,100000,Free,0.0,Everyone,Productivity
703,Learn English with Wlingua,EDUCATION,4.7,314299,3.3,10000000,Free,0.0,Everyone,Education
701,English Communication - Learn English for Chinese (Learn English for Chinese),EDUCATION,4.7,2544,18,100000,Free,0.0,Everyone,Education
686,Girls Online Talk - Free Text and Video Chat,DATING,4.7,791,3.7,10000,Free,0.0,Mature 17+,Dating
5719,Kaspersky Mobile Antivirus: AppLock & Web Security,TOOLS,4.7,2598579,49,50000000,Free,0.0,Everyone,Tools
8462,"Quik – Free Video Editor for photos, clips, music",VIDEO_PLAYERS,4.7,696665,91,10000000,Free,0.0,Everyone,Video Players & Editors
2145,Sworkit Kids - Fitness Meets Fun,FAMILY,4.7,9856,55,100000,Free,0.0,Everyone,Health & Fitness;Education
6035,BD Hospital's,FAMILY,4.7,12,2.3,100,Free,0.0,Everyone,Education
2141,Monica Toy TV,FAMILY,4.7,6188,49,500000,Free,0.0,Everyone 10+,Entertainment;Music & Video
8453,Fancy Pants Adventures,GAME,4.7,55952,61,1000000,Free,0.0,Everyone 10+,Arcade
2312,Doctor On Demand,MEDICAL,4.7,18674,Varies with device,1000000,Free,0.0,Everyone,Medical
699,Duolingo: Learn Languages Free,EDUCATION,4.7,6289924,Varies with device,100000000,Free,0.0,Everyone,Education;Education
689,LIVE VIDEO TALK,DATING,4.7,478,4.5,10000,Free,0.0,Mature 17+,Dating
34,I Creative Idea,ART_AND_DESIGN,4.7,353,4.2,10000,Free,0.0,Teen,Art & Design
692,Free Live Talk-Video Call,DATING,4.7,158,4.5,10000,Free,0.0,Mature 17+,Dating
38,PIP Camera - PIP Collage Maker,ART_AND_DESIGN,4.7,158,11,10000,Free,0.0,Everyone,Art & Design
4272,2048 BTS J Hope KPop Puzzle Game,FAMILY,4.7,17,2.4,1000,Free,0.0,Everyone,Puzzle
9095,CCP DZ : Fill out a check | Number in letters DZD,FINANCE,4.7,642,3.2,10000,Free,0.0,Everyone,Finance
4319,Korean Dungeon: K-Word 1000,GAME,4.7,703,40,10000,Free,0.0,Everyone 10+,Word
45,"Canva: Poster, banner, card maker & graphic design",ART_AND_DESIGN,4.7,174531,24,10000000,Free,0.0,Everyone,Art & Design
5648,Five Nights at Freddy's 3,GAME,4.7,27856,50,100000,Paid,2.99,Teen,Action
5646,Five Nights at Flappy's,GAME,4.7,4041,24,10000,Free,0.0,Everyone,Arcade
2343,Migraine Buddy - The Migraine and Headache tracker,MEDICAL,4.7,26862,30,500000,Free,0.0,Everyone,Medical
2806,"LALALAB prints your photos, photobooks and magnets",PHOTOGRAPHY,4.7,50424,82,1000000,Free,0.0,Everyone,Photography
3631,weather - weather forecast,WEATHER,4.7,11118,9.7,1000000,Free,0.0,Everyone,Weather
2091,Dog Run - Pet Dog Simulator,FAMILY,4.7,48701,24,10000000,Free,0.0,Everyone,Simulation;Action & Adventure
4301,Fuzzy Numbers: Pre-K Number Foundation,FAMILY,4.7,21,44,1000,Paid,5.99,Everyone,Education;Education
761,Learn Java,EDUCATION,4.7,52743,5.4,1000000,Free,0.0,Everyone,Education
762,Learn HTML,EDUCATION,4.7,61749,5.4,1000000,Free,0.0,Everyone,Education
764,Learn SQL,EDUCATION,4.7,19277,5.3,1000000,Free,0.0,Everyone,Education
2811,"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,4.7,142634,22,10000000,Free,0.0,Everyone,Photography
2349,Teach Me Anatomy,MEDICAL,4.7,9945,97,500000,Free,0.0,Everyone,Medical
2350,Baritastic - Bariatric Tracker,MEDICAL,4.7,4318,12,100000,Free,0.0,Everyone,Medical
8279,Driver Permit Test Prep DC DMV Driver's License Ed,FAMILY,4.7,78,11,5000,Free,0.0,Everyone,Education
9102,IRIS : Customer Service - DZ Algeria,TRAVEL_AND_LOCAL,4.7,57,7.0,1000,Free,0.0,Everyone,Travel & Local
8326,Digital Falak,TOOLS,4.7,3408,15,50000,Free,0.0,Everyone,Tools
8366,Krazy Coupon Lady,SHOPPING,4.7,10318,32,1000000,Free,0.0,Everyone,Shopping
5675,Australia Newspapers - AU News Apps,NEWS_AND_MAGAZINES,4.7,48,4.1,1000,Free,0.0,Everyone,News & Magazines
4276,BTS J-Hope Wallpaper KPOP Fans HD,PERSONALIZATION,4.7,98,3.4,10000,Free,0.0,Everyone,Personalization
2325,Ovia Parenting & Baby Development Tracker,MEDICAL,4.7,6185,38,100000,Free,0.0,Everyone,Medical
731,English words application mikan,EDUCATION,4.7,9888,Varies with device,500000,Free,0.0,Everyone,Education
3683,"Video Editor,Crop Video,Movie Video,Music,Effects",VIDEO_PLAYERS,4.7,53006,44,1000000,Free,0.0,Everyone,Video Players & Editors
9126,infirmiers,MEDICAL,4.7,125,23,10000,Free,0.0,Everyone,Medical
1486,Ruler,HOUSE_AND_HOME,4.7,126,1.9,10000,Free,0.0,Everyone,House & Home
736,English with Lingualeo,EDUCATION,4.7,254519,27,5000000,Free,0.0,Everyone,Education
737,"Learn languages, grammar & vocabulary with Memrise",EDUCATION,4.7,1107903,Varies with device,10000000,Free,0.0,Everyone,Education
2107,Ninja Dash - Ronin Jump RPG,FAMILY,4.7,8508,54,500000,Free,0.0,Everyone 10+,Arcade;Action & Adventure
8314,Anime Love Story Games: ✨Shadowtime✨,FAMILY,4.7,198480,82,5000000,Free,0.0,Everyone,Simulation
4706,V BTS Wallpaper,PERSONALIZATION,4.7,127,9.5,5000,Free,0.0,Everyone,Personalization
2151,Toca Life: City,FAMILY,4.7,31100,24,500000,Paid,3.99,Everyone,Education;Pretend Play
672,Chat Kids - Chat Room For Kids,DATING,4.7,6,4.9,100,Free,0.0,Mature 17+,Dating
2812,LightX Photo Editor & Photo Effects,PHOTOGRAPHY,4.7,259450,17,10000000,Free,0.0,Everyone,Photography
9024,Retro City Rampage DX,GAME,4.7,416,16,10000,Paid,2.99,Teen,Action
3840,Sygic Car Navigation,MAPS_AND_NAVIGATION,4.7,162049,48,5000000,Free,0.0,Everyone,Maps & Navigation
4004,All C Programs,FAMILY,4.7,2387,6.9,100000,Free,0.0,Everyone,Education
8706,Latest DP and Status Pro 2018,FAMILY,4.7,19,5.7,1000,Free,0.0,Everyone,Entertainment
8704,Instant DP Downloader for Instagram,SOCIAL,4.7,38,4.1,5000,Free,0.0,Everyone,Social
8701,DP and Status Images | All Latest Status 2018,LIFESTYLE,4.7,25,3.8,10000,Free,0.0,Teen,Lifestyle
4005,Clean Master- Space Cleaner & Antivirus,TOOLS,4.7,42916526,Varies with device,500000000,Free,0.0,Everyone,Tools
4011,Community by C Space,LIFESTYLE,4.7,707,26,5000,Free,0.0,Everyone,Lifestyle
8683,Profile pictures for WhatsApp,PERSONALIZATION,4.7,10786,9.4,500000,Free,0.0,Mature 17+,Personalization
10799,Fr Daoud Lamei,SOCIAL,4.7,2036,6.8,100000,Free,0.0,Everyone,Social
8673,that's lit,GAME,4.7,1115,39,100000,Free,0.0,Everyone,Arcade
4024,Learn Basic C - For Beginners,FAMILY,4.7,27,0.772,5000,Free,0.0,Everyone,Education
8912,Weather Forecast Pro,WEATHER,4.7,14051,8.7,100000,Paid,3.99,Everyone,Weather
2719,Nike,SHOPPING,4.7,67071,40,1000000,Free,0.0,Everyone,Shopping
8914,DU Collage Maker - Photo Collage & Grid & Layout,PHOTOGRAPHY,4.7,4595,2.5,100000,Free,0.0,Everyone,Photography
16,Photo Designer - Write your name with shapes,ART_AND_DESIGN,4.7,3632,5.5,500000,Free,0.0,Everyone,Art & Design
4002,C Offline Tutorial,BOOKS_AND_REFERENCE,4.7,88,4.2,1000,Free,0.0,Everyone,Books & Reference
1550,Blackpink as if it's your last,LIBRARIES_AND_DEMO,4.7,831,24,100000,Free,0.0,Everyone,Libraries & Demo
3941,Bible,BOOKS_AND_REFERENCE,4.7,2440695,Varies with device,100000000,Free,0.0,Teen,Books & Reference
8879,Riptide GP: Renegade,GAME,4.7,4328,Varies with device,100000,Paid,2.99,Everyone 10+,Racing
2,"U Launcher Lite – FREE Live Cool Themes, Hide Apps",ART_AND_DESIGN,4.7,87510,8.7,5000000,Free,0.0,Everyone,Art & Design
5825,Axe Wallpaper,PERSONALIZATION,4.7,9,12,100,Free,0.0,Teen,Personalization
8793,Dr. Seuss's ABC,FAMILY,4.7,429,12,10000,Paid,3.99,Everyone,Books & Reference;Education
8893,WhatsVPN - Unlimited Free VPN,TOOLS,4.7,24985,7.8,500000,Free,0.0,Everyone,Tools
5881,Movie Downloader Torrent : Az Torrent,VIDEO_PLAYERS,4.7,70,14,1000,Free,0.0,Everyone,Video Players & Editors
5902,Arizona Trail,TRAVEL_AND_LOCAL,4.7,65,13,5000,Free,0.0,Everyone,Travel & Local
3993,C4droid - C/C++ compiler & IDE,FAMILY,4.7,2890,Varies with device,50000,Paid,2.99,Everyone,Education
9,Kids Paint Free - Drawing Fun,ART_AND_DESIGN,4.7,121,3.1,10000,Free,0.0,Everyone,Art & Design;Creativity
1555,Girls Nancy Ajram Without Net,LIBRARIES_AND_DEMO,4.7,2639,19,500000,Free,0.0,Everyone,Libraries & Demo
3850,Trucker Path – Truck Stops & Weigh Stations,MAPS_AND_NAVIGATION,4.7,38375,49,1000000,Free,0.0,Everyone,Maps & Navigation
5922,Goody.ba,FAMILY,4.7,303,42,10000,Free,0.0,Everyone,Entertainment
10809,Castle Clash: RPG War and Strategy FR,FAMILY,4.7,376223,24,1000000,Free,0.0,Everyone,Strategy
5780,Anime Expo 2018,FAMILY,4.7,54,44,10000,Free,0.0,Everyone,Entertainment
5953,Elifba Quran Learning Game,FAMILY,4.7,1424,19,100000,Free,0.0,Everyone,Educational
8652,"Memory Helper - To do list, Notepad, Notes, Memo",PRODUCTIVITY,4.7,7566,4.0,500000,Free,0.0,Everyone,Productivity
8994,DW فارسی By dw-arab.com,NEWS_AND_MAGAZINES,4.7,11,4.4,1000,Free,0.0,Everyone,News & Magazines
5765,HCP Anywhere,BUSINESS,4.7,114,8.6,5000,Free,0.0,Everyone,Business
6013,BD Bank Interest,FINANCE,4.7,289,3.2,5000,Free,0.0,Everyone,Finance
622,Live Chat - Free Video Talk,DATING,4.7,14,21,5000,Free,0.0,Mature 17+,Dating
634,Online Chat Girls Meet,DATING,4.7,18,5.0,500,Free,0.0,Mature 17+,Dating
3742,"Breaking News, Local news, Attacks and Alerts Free",NEWS_AND_MAGAZINES,4.7,2543,6.3,500000,Free,0.0,Everyone,News & Magazines
2299,Navi Radiography Pro,MEDICAL,4.7,11,100,500,Paid,15.99,Everyone,Medical
8554,Daily DM,PERSONALIZATION,4.7,51,0.259,1000,Free,0.0,Everyone,Personalization
1524,Call Recorder,LIBRARIES_AND_DEMO,4.7,48,6.9,1000,Free,0.0,Everyone,Libraries & Demo
9003,News: RFI Hausa,NEWS_AND_MAGAZINES,4.7,10,6.3,1000,Free,0.0,Everyone,News & Magazines
8540,TorrDroid - Torrent Downloader,TOOLS,4.7,59632,10,1000000,Free,0.0,Everyone,Tools
3738,"Topbuzz: Breaking News, Videos & Funny GIFs",NEWS_AND_MAGAZINES,4.7,175110,25,10000000,Free,0.0,Mature 17+,News & Magazines
4079,Mobile Security & Antivirus,PRODUCTIVITY,4.7,564759,Varies with device,10000000,Free,0.0,Everyone,Productivity
26,Colorfit - Drawing & Coloring,ART_AND_DESIGN,4.7,20260,25,500000,Free,0.0,Everyone,Art & Design;Creativity
8511,Advanced Download Manager Pro,TOOLS,4.7,6505,2.0,50000,Paid,2.99,Everyone,Tools
24,HD Mickey Minnie Wallpapers,ART_AND_DESIGN,4.7,118,23,50000,Free,0.0,Everyone,Art & Design
22,Superheroes Wallpapers | 4K Backgrounds,ART_AND_DESIGN,4.7,7699,4.2,500000,Free,0.0,Everyone 10+,Art & Design
10796,Inf VPN - Global Proxy & Unlimited Free WIFI VPN,TOOLS,4.7,61445,7.8,1000000,Free,0.0,Everyone,Tools
5972,BC's Pizza,LIFESTYLE,4.7,113,20,1000,Free,0.0,Everyone,Lifestyle
2177,Tsuro - The Game of the Path,FAMILY,4.7,2195,37,10000,Paid,2.99,Everyone,Board;Brain Games
2176,Lanterns: The Harvest Festival,FAMILY,4.7,185,72,1000,Paid,4.99,Everyone,Board;Brain Games
8633,To Do List,PRODUCTIVITY,4.7,253155,3.5,5000000,Free,0.0,Everyone,Productivity
8624,Darkness Rises,FAMILY,4.7,456474,86,5000000,Free,0.0,Teen,Role Playing
8619,CritDice - Dice Roller,FAMILY,4.7,2910,5.3,50000,Free,0.0,Everyone,Entertainment
8618,Day Night Live Wallpaper (All),PERSONALIZATION,4.7,4856,18,50000,Paid,2.49,Everyone,Personalization
2281,OmniMedix Medical Calculator,MEDICAL,4.7,25,1.2,1000,Paid,4.99,Everyone,Medical
3776,The Guardian,NEWS_AND_MAGAZINES,4.7,247992,22,5000000,Free,0.0,Teen,News & Magazines
2168,Children Educational Game Full,FAMILY,4.7,30,Varies with device,1000,Paid,7.49,Everyone,Educational;Education
5973,Baby Connect (activity log),PARENTING,4.7,8343,8.3,50000,Paid,4.99,Everyone,Parenting
8922,Clean My Android,PRODUCTIVITY,4.7,101163,6.2,5000000,Free,0.0,Everyone,Productivity
1592,သိင်္ Astrology - Min Thein Kha BayDin,LIFESTYLE,4.7,2225,15,100000,Free,0.0,Everyone,Lifestyle
